Year,Place,Name,Country,Mark
1904,1,Jim LIGHTBODY,USA,04:05.400
1904,2,William Frank VERNER,USA,04:06.800
1904,3,Bernie GALLAGHER,USA,
1904,4,Will GUNN,NZL,
1904,5,John DALY,GBR,
1904,6,George V. BONHAG,USA,
1904,7,Edward P. CARR,USA,
1904,8,Alex GRANT,USA,
