Year,Place,Name,Country,Mark
1928,1,Ville RITOLA,FIN,14:38.000
1928,2,Paavo NURMI,FIN,14:40.000
1928,3,Edvin WIDE,SWE,14:41.200
1928,4,Leo LERMOND,USA,14:50.000
1928,5,K. Ragnar MAGNUSSON,SWE,14:59.600
1928,6,Armas Rikkarti KINNUNEN,FIN,15:02.000
1928,7,Eino Alfred PURJE,FIN,
1928,8,Nils E. EKLÖF,SWE,
1928,9,Juichi NAGATANI,JPN,
1928,10,D. B. CHAVAN,IND,
1928,11,Jozé SLAPNICAR,YUG,
1928,12,Erling PEDERSEN,NOR,
1928,13,Elek SZERB,HUN,
1928,14,Seiichiro TSUDA,JPN,
1928,15,Frédéric DU HEN,NED,
1928,16,Hans GUNDHUS,NOR,
1928,17,António ALMEIDA,POR,
1928,18,Jules LADOUMEGUE,FRA,
1928,19,Ch. B. MEHMED BEY,TUR,
1928,20,Daniel Rudolph JACOBS,RSA,
1928,21,Robert MASINO,MON,
1928,22,José RIBAS,ARG,
1928,23,Athanassios BEKIARIS,GRE,
1928,24,Jean-Gunnar LINDGREN,SWE,
1928,25,David GRIFFIN,CAN,
1928,26,Luigi BOERO,ITA,
1928,27,Felix BELDSINSKY,EST,
