Year,Place,Name,Country,Mark
1984,1,Ria G. STALMAN,NED,65.36
1984,2,Leslie Jean DENIZ,USA,64.86
1984,3,Florenta TACU-CRAICIUNESCU,ROU,63.64
1984,4,Ulla LUNDHOLM,FIN,62.84
1984,5,Margaret RITCHIE,GBR,62.58
1984,6,Ingra MANECKE,FRG,58.56
1984,7,Venissa HEAD,GBR,58.18
1984,8,Gael MULHALL-MARTIN,AUS,55.88
1984,9,Patricia WALSH,IRL,55.38
1984,10,Laura Denise DE SNOO,USA,54.84
1984,11,Yun-Xiang JIAO,CHN,53.32
1984,12,Lorna Joann GRIFFIN,USA,50.16
