Year,Place,Name,Country,Mark
1984,1,Carl LEWIS,USA,09.990
1984,2,Samuel Louis GRADDY,USA,10.190
1984,3,Ben JOHNSON,CAN,10.220
1984,4,Ronald James BROWN,USA,10.260
1984,5,Mike MCFARLANE,GBR,10.270
1984,6,Ray STEWART,JAM,10.290
1984,7,Donovan REID,GBR,10.330
1984,8,Anthony SHARPE,CAN,10.350
1984,9,Ernie OBENG,GHA,
1984,10,Emmanuel BITANGA,CMR,
