Year,Place,Name,Country,Mark
2012,1,Tomasz MAJEWSKI,POL,21.89
2012,2,David STORL,GER,21.86
2012,3,Reese HOFFA,USA,21.23
2012,4,Christian CANTWELL,USA,21.19
2012,5,Dylan ARMSTRONG,CAN,20.93
2012,6,German LAURO,ARG,20.84
2012,7,Asmir KOLASINAC,SRB,20.71
2012,8,Pavel LYZHYN,BLR,20.69
2012,9,Ryan WHITING,USA,20.64
2012,10,Dorian SCOTT,JAM,20.61
2012,11,Maksim SIDOROV,RUS,20.41
2012,12,Ming-Huang CHANG,TPE,19.99
2012,13,Justin RODHE,CAN,
2012,14,Andriy SEMENOV,UKR,
2012,15,Jun ZHANG,CHN,
2012,16,Andrey MIKHNEVICH,BLR,
