Year,Place,Name,Country,Mark
2012,1,Mohamed FARAH,GBR,13:41.660
2012,2,Dejen GEBREMESKEL,ETH,13:41.980
2012,3,Thomas Pkemei LONGOSIWA,KEN,13:42.360
2012,4,Bernard LAGAT,USA,13:42.990
2012,5,Isiah Kiplangat KOECH,KEN,13:43.830
2012,6,Abdalaati IGUIDER,MAR,13:44.190
2012,7,Galen RUPP,USA,13:45.040
2012,8,Juan Luis BARRIOS,MEX,13:45.300
2012,9,Hayle IBRAHIMOV,AZE,13:45.370
2012,10,Lopez LOMONG,USA,13:48.190
2012,11,Hagos GEBRHIWET,ETH,13:49.590
2012,12,Yenew ALAMIREW,ETH,13:49.680
2012,13,Mumin GALA,DJI,13:50.260
2012,14,Cameron LEVINS,CAN,13:51.870
2012,15,Moses KIPSIRO,UGA,13:52.250
2012,16,Hussain Jamaan ALHAMDAH,KSA,
2012,17,Hassan HIRT,FRA,
2012,18,Teklemariam MEDHIN,ERI,
