Year,Place,Name,Country,Mark
2012,1,Taoufik MAKHLOUFI,ALG,03:34.080
2012,2,Leonel MANZANO,USA,03:34.790
2012,3,Abdalaati IGUIDER,MAR,03:35.130
2012,4,Matthew CENTROWITZ,USA,03:35.170
2012,5,Henrik INGEBRIGTSEN,NOR,03:35.430
2012,6,Mekonnen GEBREMEDHIN,ETH,03:35.440
2012,7,Silas KIPLAGAT,KEN,03:36.190
2012,8,Ilham Tanui OZBILEN,TUR,03:36.720
2012,9,Nick WILLIS,NZL,03:36.940
2012,10,Belal Mansoor ALI,BRN,03:37.980
2012,11,Nixon Kiplimo CHEPSEBA,KEN,03:39.040
2012,12,Asbel KIPROP,KEN,03:43.830
2012,13,Hamza DRIOUCH,QAT,
2012,14,Mohammed SHAWEEN,KSA,
2012,15,Amine LAALOU,MAR,
