Year,Place,Name,Country,Mark
1924,1,Harold ABRAHAMS,GBR,10.600
1924,2,Jackson SCHOLZ,USA,10.700
1924,3,Arthur PORRITT,NZL,10.800
1924,4,Chester BOWMAN,USA,10.900
1924,5,Charles PADDOCK,USA,10.900
1924,6,Loren MURCHISON,USA,11.000
1924,7,Herbert KUTTIM,EST,
1924,8,Fortunato CATALON,PHI,
1924,9,Bohus FLEISCHER,TCH,
1924,10,Said ODYAK,TUR,
1924,11,Johannes BROCK,DEN,
1924,12,Rudolf RAUCH,AUT,
1924,13,Narciso Valdares COSTA,BRA,
1924,14,Leo Thorkild Oscar JÖRGENSEN,DEN,
1924,15,Christopher Lodwijk STEYN,RSA,
1924,16,Jaroslav VYKOUPIL,TCH,
1924,17,Stane PERPAR,YUG,
1924,18,Aleksa SPAHIC,YUG,
