Year,Place,Name,Country,Mark
1924,1,Jackson SCHOLZ,USA,21.600
1924,2,Charles PADDOCK,USA,21.700
1924,3,Eric Henry LIDDELL,GBR,21.900
1924,4,George Leroy HILL,USA,22.000
1924,5,Bayes Marshall NORTON,USA,22.000
1924,6,Harold ABRAHAMS,GBR,22.300
1924,7,Fritz BÜRGER,AUT,
1924,8,Herbert KUTTIM,EST,
1924,9,Mazhar Nazım RESMER,TUR,
1924,10,Bohus FLEISCHER,TCH,
1924,11,Johannes BROCK,DEN,
1924,12,Fortunato CATALON,PHI,
1924,13,E. Emilio CASANOVAS,ARG,
1924,14,Narciso Valdares COSTA,BRA,
1924,15,Leo Thorkild Oscar JÖRGENSEN,DEN,
1924,16,Poul SCHIANG,DEN,
1924,17,Hirsch DRISIN,FIN,
1924,18,Reijo Edvard HALME,FIN,
1924,19,Erkka WILÉN,FIN,
1924,20,Arturs GEDVILLO,LAT,
1924,21,Karel POTT,POR,
1924,22,Lawrence BETTS,RSA,
1924,23,Christopher Lodwijk STEYN,RSA,
1924,24,Walter STREBI,SUI,
1924,25,Antonin SVOBODA,TCH,
1924,26,Henri COCKUYT,BEL,
