Year,Place,Name,Country,Mark
1912,1,Arnold JACKSON,GBR,03:56.800
1912,2,Abel KIVIAT,USA,03:56.900
1912,3,Norman TABER,USA,03:56.900
1912,4,John Paul JONES,USA,03:57.200
1912,5,Ernest WIDE,SWE,03:57.600
1912,6,Philip John NOEL-BAKER,GBR,4:01.0
1912,7,John ZANDER,SWE,4:02.0
1912,8,Pyotr TIMOFEYEV,RUS,
1912,9,Iosif ZAYTSEV,RUS,
1912,10,Georges DUMONTEIL,FRA,
1912,11,Anton NILSSON,SWE,
1912,12,Bob HALES,GBR,
1912,13,Charles DENIS,FRA,
1912,14,Imre LÁSZLÓ,HUN,
1912,15,Otto PALOTAI,HUN,
1912,16,Mihály VÁRADI,HUN,
1912,17,Gyula BELU,HUN,
1912,18,Marcel QUILBEUF,FRA,
1912,19,August ELMIK,RUS,
1912,20,Georges RENAUX,FRA,
1912,21,Zdzisław LATAWIEC,AUT,
1912,22,Lennart ANDRÉN,SWE,
1912,23,Fred MCNAIR,USA,
1912,24,Fréderic BELARGE,BEL,
1912,25,Erling SØILAND,NOR,
1912,26,William CRABBIE,GBR,
1912,27,Josef LINDBLOM,SWE,
1912,28,Paul FONSECA,FRA,
1912,29,René GIRAUD,FRA,
1912,30,Gyula KISS,HUN,
1912,31,Eugène BATS,FRA,
1912,32,Douglas MCNICOL,GBR,
1912,33,Janos ANTAL,HUN,
1912,34,George Neville HILL,AUS,
1912,35,Federico MUELLER,CHI,
1912,36,Ödön BODOR,HUN,
1912,37,Jozsef NAGY,HUN,
1912,38,Emilio LUNGHI,ITA,
1912,39,Pyotr GAYEVSKY,RUS,
1912,40,Klas LUNDSTRÖM,SWE,
1912,41,Bror MODIGH,SWE,
1912,42,Thorild OHLSSON,SWE,
1912,43,Wallace Macafee MCCURDY,USA,
