Year,Place,Name,Country,Mark
1984,1,Sebastian COE,GBR,03:32.530
1984,2,Stephen CRAM,GBR,03:33.400
1984,3,Jose Manuel ABASCAL GOMEZ,ESP,03:34.300
1984,4,Joseph CHESIRE,KEN,03:34.520
1984,5,Jim SPIVEY,USA,03:36.070
1984,6,Peter WIRZ,SUI,03:36.970
1984,7,Andres VERA LLORENS,ESP,03:37.020
1984,8,Omer KHALIFA,SUD,03:37.110
1984,9,Anthony ROGERS,NZL,03:38.980
1984,10,Steven Michael SCOTT,USA,03:39.860
1984,11,Riccardo MATERAZZI,ITA,03:40.740
1984,12,Steve OVETT,GBR,
1984,13,Francisco FIGUEREDO,PAR,
1984,14,Charles OLIVER,SOL,
1984,15,Sydney MAREE,USA,
1984,16,William WUYCKE,VEN,
1984,17,Abdul AL-GHADI,YEM,
1984,18,Dragan ZDRAVKOVIC,YUG,
