Year,Place,Name,Country,Mark
1984,1,Rolf DANNEBERG,FRG,66.60
1984,2,Malcolm Maurice WILKINS,USA,66.30
1984,3,John Gates POWELL,USA,65.46
1984,4,Knut HJELTNES,NOR,65.28
1984,5,Arthur Leon BURNS,USA,64.98
1984,6,Alwin WAGNER,FRG,64.72
1984,7,Luciano ZERBINI,ITA,63.50
1984,8,Stefan FERNHOLM,SWE,63.22
1984,9,Erik DE BRUIN,NED,62.32
1984,10,Robert B. WEIR,GBR,61.36
1984,11,Konstantinos GEORGAKOPOULOS,GRE,60.30
1984,12,Marco MARTINO,ITA,
1984,13,Vesteinn HAFSTEINSSON,ISL,
1984,14,Marco BUCCI,ITA,
