Year,Place,Name,Country,Mark
1984,1,Carl LEWIS,USA,8.54
1984,2,Gary HONEY,AUS,8.24
1984,3,Giovanni EVANGELISTI,ITA,8.24
1984,4,Lawrence Ellwyne MYRICKS,USA,8.16
1984,5,Yu-Huang LIU,CHN,7.99
1984,6,Joseph WELLS,BAH,7.97
1984,7,Junichi USUI,JPN,7.87
1984,8,Jong-Il KIM,KOR,7.81
1984,9,Yusuf ALLI,NGR,7.78
1984,10,Antonio CORGOS CERVANTES,ESP,7.69
1984,11,Michael Keith MCRAE,USA,7.63
1984,12,Jubobosaye KIO,NGR,7.57
1984,13,Ronald DESRUELLES,BEL,
1984,14,Francis DODOO,GHA,
1984,15,Paul EMORDI,NGR,
