Year,Place,Name,Country,Mark
1984,1,Valerie Ann BRISCO-HOOKS,USA,21.810
1984,2,Florence GRIFFITH-JOYNER,USA,22.040
1984,3,Merlene OTTEY-PAGE,JAM,22.090
1984,4,Kathryn SMALLWOOD-COOK,GBR,22.100
1984,5,Grace JACKSON SMALL,JAM,22.200
1984,6,Randy Jenelle GIVENS,USA,22.360
1984,7,Rose-Aimee BACOUL,FRA,22.780
1984,8,Liliane GASCHET,FRA,22.860
1984,9,Deborah WELLS,AUS,
1984,10,Marita PAYNE-WIGGINS,CAN,
1984,11,Angella TAYLOR-ISSAJENKO,CAN,
1984,12,Felicia CANDELARIO,DOM,
1984,13,Mercy ADDY,GHA,
1984,14,Grace Anne DINKINS,LBR,
1984,15,Eugenia OSHO-WILLIAMS,SLE,
1984,16,Gillian FORDE,TTO,
