Year,Place,Name,Country,Mark
1984,1,Said AOUITA,MAR,13:05.590
1984,2,Markus RYFFEL,SUI,13:07.540
1984,3,Antonio LEITAO,POR,13:09.200
1984,4,Timothy HUTCHINGS,GBR,13:11.500
1984,5,Paul KIPKOECH,KEN,13:14.400
1984,6,Charles CHERUIYOT,KEN,13:18.410
1984,7,Douglas Floyd PADILLA,USA,13:23.560
1984,8,John WALKER,NZL,13:24.460
1984,9,Ezequiel CANARIO,POR,13:26.500
1984,10,Wilson WAIGWA,KEN,13:27.340
1984,11,Raymond FLYNN,IRL,13:34.500
1984,12,Mats ERIXON,SWE,13:41.640
1984,13,Eamonn Thomas MARTIN,GBR,13:53.340
1984,14,David MOORCROFT,GBR,14:16.610
1984,15,Gregory DUHAIME,CAN,
1984,16,Antonio PRIETO VELASCO,ESP,
1984,17,Martti VAINIO,FIN,
