Year,Place,Name,Country,Mark
2024,1,Ryan CROUSER,USA,22.90
2024,2,Joe KOVACS,USA,22.15
2024,3,Rajindra CAMPBELL,JAM,22.15
2024,4,Payton OTTERDAHL,USA,22.03
2024,5,Leonardo FABBRI,ITA,21.70
2024,6,Chukwuebuka ENEKWECHI,NGR,21.42
2024,7,Jacko GILL,NZL,21.15
2024,8,Uziel MUNOZ,MEX,20.88
2024,9,Marcus THOMSEN,NOR,20.67
2024,10,Tomas STANEK,CZE,20.37
2024,11,Zane WEIR,ITA,20.24
