Year,Place,Name,Country,Mark
2024,1,Jakob INGEBRIGTSEN,NOR,13:13.66
2024,2,Ronald KWEMOI,KEN,13:15.04
2024,3,Grant FISHER,USA,13:15.13
2024,4,Dominic Lokinyomo LOBALU,XXB,13:15.27
2024,5,Hagos GEBRHIWET,ETH,13:15.32
2024,6,Biniam MEHARY,ETH,13:15.99
2024,7,Edwin KURGAT,KEN,13:17.18
2024,8,Isaac KIMELI,BEL,13:18.10
2024,9,Graham BLANKS,USA,13:18.67
2024,10,Jacob KROP,KEN,13:18.68
2024,11,John HEYMANS,BEL,13:19.25
2024,12,Yann SCHRUB,FRA,13:20.63
2024,13,Mike FOPPEN,NED,13:21.56
2024,14,Addisu YIHUNE,ETH,13:22.33
2024,15,Thierry NDIKUMWENAYO,ESP,13:24.07
2024,16,Hugo HAY,FRA,13:26.71
2024,17,Narve Gilje NORDAS,NOR,13:31.34
2024,18,Stewart MCSWEYN,AUS,13:31.38
2024,19,Dawit SEARE,ERI,13:31.50
2024,20,Oscar CHELIMO,UGA,13:31.56
2024,21,George MILLS,GBR,13:32.32
2024,22,Thomas FAFARD,CAN,13:49.69
