Year,Place,Name,Country,Mark
1992,1,Carl LEWIS,USA,8.67
1992,2,Michael Anthony POWELL,USA,8.64
1992,3,Joe GREENE,USA,8.34
1992,4,Ivan PEDROSO,CUB,8.11
1992,5,Jaime JEFFERSON,CUB,8.08
1992,6,Konstantinos KOUKODIMOS,GRE,8.04
1992,7,Dmitry BAGRYANOV,EUN,7.98
1992,8,Geng HUANG,CHN,7.87
1992,9,Borut BILAC,SLO,7.76
1992,10,Zunrong CHEN,CHN,7.75
1992,11,David CULBERT,AUS,7.73
1992,12,Bogdan TUDOR,ROU,7.61
1992,13,Badara MBENGUE,SEN,
1992,14,Musabeh AL-HADHRAMI,UAE,
1992,15,Afonso FERRAZ,ANG,
