Year,Place,Name,Country,Mark
1956,1,Charles Lamont JENKINS,USA,46.700
1956,2,Karl-Friedrich HAAS,GER,46.800
1956,3,Voitto Valdemar HELLSTEN,FIN,47.000
1956,4,Ardalion IGNATYEV,URS,47.000
1956,5,Louis Woodard III JONES,USA,48.100
1956,6,Malcolm Clive SPENCE,RSA,48.300
1956,7,Joseph NARMAH,LBR,
1956,8,Ruben GUEVARA,COL,
1956,9,Yury BASHLIKOV,URS,
1956,10,Alfonso MUNOZ,COL,
1956,11,Manikavagasam HARICHANDRA,MAS,
1956,12,Ilie SAVEL,ROU,
1956,13,Rene WEBER,SUI,
1956,14,Vaclav JANECEK,TCH,
1956,15,Jaroslav JIRASEK,TCH,
1956,16,Josef TROUSIL,TCH,
1956,17,Michael AGOSTINI,TTO,
1956,18,Joe GODDARD,TTO,
1956,19,Edmund TURTON,TTO,
