Year,Place,Name,Country,Mark
1956,1,Ronald Michael DELANY,IRL,03:41.200
1956,2,Klaus RICHTZENHAIN,GER,03:42.000
1956,3,John LANDY,AUS,03:42.000
1956,4,Laszlo TABORI,HUN,03:42.400
1956,5,Brian Stanford HEWSON,GBR,03:42.600
1956,6,Stanislav JUNGWIRTH,TCH,03:42.600
1956,7,Neville Ian SCOTT,NZL,03:42.800
1956,8,Ian Hugh BOYD,GBR,03:43.000
1956,9,Kenneth WOOD,GBR,03:44.300
1956,10,Niels Gunnar NIELSEN,DEN,03:45.000
1956,11,Murray Gordon HALBERG,NZL,03:45.200
1956,12,Merwyn George LINCOLN,AUS,03:51.900
1956,13,Joseph NARMAH,LBR,
1956,14,Muhammad ANWAR,PAK,
1956,15,James John BAILEY,AUS,
1956,16,Dimitrios KONSTANTINIDIS,GRE,
1956,17,George H. JOHNSON,LBR,
1956,18,Audun BOYSEN,NOR,
1956,19,Phol JAISWANG,THA,
1956,20,Velisa MUGOSA,YUG,
