Year,Place,Name,Country,Mark
2004,1,Jeremy WARINER,USA,44.000
2004,2,Otis HARRIS,USA,44.160
2004,3,Derrick BREW,USA,44.420
2004,4,Alleyne FRANCIQUE,GRN,44.660
2004,5,Brandon SIMPSON,JAM,44.760
2004,6,Davian CLARKE,JAM,44.830
2004,7,Leslie DJHONE,FRA,44.940
2004,8,Michael BLACKWOOD,JAM,45.550
2004,9,Anton GALKIN,RUS,
2004,10,Lezin ELONGO NGOYIKONDA,CGO,
