Year,Place,Name,Country,Mark
2004,1,Yumileidi CUMBA,CUB,19.59
2004,2,Nadine KLEINERT,GER,19.55
2004,3,Nadezhda OSTAPCHUK,BLR,19.01
2004,4,Natallia KHARANEKA-MIKHNEVICH,BLR,18.96
2004,5,Krystyna ZABAWSKA,POL,18.64
2004,6,Misleydis GONZALEZ,CUB,18.59
2004,7,Valerie ADAMS,NZL,18.56
2004,8,Meiju LI,CHN,18.37
2004,9,Cleopatra BOREL,TTO,18.35
2004,10,Lieja TUNKS,NED,18.14
2004,11,Olga SHCHUKINA,UZB,
2004,12,Irina KORZHANENKO,RUS,
2004,13,Svetlana KRIVELYOVA,RUS,
