Year,Place,Name,Country,Mark
1972,1,Pekka VASALA,FIN,03:36.330
1972,2,Kipchoge KEINO,KEN,03:36.810
1972,3,Rodney DIXON,NZL,03:37.460
1972,4,Mike BOIT,KEN,03:38.410
1972,5,Brendan FOSTER,GBR,03:39.020
1972,6,Herman MIGNON,BEL,03:39.050
1972,7,Paul-Heinz WELLMANN,FRG,03:40.080
1972,8,Vladimir PANTELEY,URS,03:40.240
1972,9,Anthony POLHILL,NZL,03:41.800
1972,10,Tom Birger HANSEN,DEN,03:46.600
1972,11,Bram WASSENAAR,NED,
1972,12,Robert LEBORGNE,FRA,
1972,13,Kassem HAMZE,LBN,
1972,14,Yevgeni ARZHANOV,URS,
1972,15,Benson MULOMBA,ZAM,
