Year,Place,Name,Country,Mark
1972,1,Lasse VIRÉN,FIN,13:26.420
1972,2,Mohamed GAMMOUDI,TUN,13:27.330
1972,3,Ian STEWART,GBR,13:27.610
1972,4,Steven Roland PREFONTAINE,USA,13:28.250
1972,5,Emiel PUTTEMANS,BEL,13:30.820
1972,6,Harald NORPOTH,FRG,13:32.580
1972,7,Per HALLE,NOR,13:34.380
1972,8,Nikolai SVIRIDOV,URS,13:39.310
1972,9,Frank EISENBERG,GDR,13:40.840
1972,10,Javier ALVAREZ SALGADO,ESP,13:41.830
1972,11,Ian John MCCAFFERTY,GBR,13:43.200
1972,12,David Colin BEDFORD,GBR,13:43.220
1972,13,Juha VÄÄTAINEN,FIN,13:53.840
1972,14,Mariano HARO CISNEROS,ESP,
1972,15,Siatka BADJI,SEN,
1972,16,Kerry O'BRIEN,AUS,
1972,17,Crispin QUISPE,BOL,
1972,18,Mihail ZHELEV,BUL,
1972,19,Juan Rafael Angel PEREZ CORDOBA,CRC,
1972,20,Ardel Hamid KHAMIS,EGY,
1972,21,Miruts YIFTER,ETH,
1972,22,Hamadi BEN HADDOU,MAR,
1972,23,Josephus J.M. HERMENS,NED,
1972,24,Daniel KORICA,YUG,
