Year,Event Name,Event Short Name,Gender,Minimum,Maximum,Mean,Median,Standard Deviation,Sample Size
1915,100m M,100m,M,11.34,11.44,11.415,11.44,0.0433,4
1916,100m M,100m,M,11.54,11.54,11.54,11.54,0,1
1917,100m M,100m,M,11.14,11.44,11.365,11.44,0.1299,4
1918,100m M,100m,M,11.34,11.34,11.34,11.34,0,1
1919,100m M,100m,M,11.54,11.54,11.54,11.54,0,1
1920,100m M,100m,M,11.14,11.34,11.24,11.24,0.0816,3
1921,100m M,100m,M,11.34,11.34,11.34,11.34,0,1
1922,100m M,100m,M,11.54,11.84,11.7,11.64,0.12,5
1923,100m M,100m,M,11.14,11.24,11.2067,11.24,0.0471,3
1924,100m M,100m,M,11.24,11.24,11.24,11.24,0,1
1925,100m M,100m,M,11.24,11.24,11.24,11.24,0,1
1926,100m M,100m,M,10.94,11.14,11.0733,11.14,0.0943,3
1927,100m M,100m,M,10.94,11.14,11.0733,11.14,0.0943,3
1928,100m M,100m,M,10.74,10.84,10.79,10.84,0.05,2
1929,100m M,100m,M,10.94,11.14,11.04,11.14,0.1,2
1930,100m M,100m,M,11.24,11.24,11.24,11.24,0,1
1931,100m M,100m,M,11.04,11.04,11.04,11.04,0,1
1932,100m M,100m,M,10.94,10.94,10.94,10.94,0,1
1933,100m M,100m,M,11.14,11.24,11.19,11.24,0.05,2
1934,100m M,100m,M,11.14,11.14,11.14,11.14,0,1
1935,100m M,100m,M,10.74,10.84,10.79,10.84,0.05,2
1936,100m M,100m,M,10.84,10.84,10.84,10.84,0,1
1937,100m M,100m,M,10.94,11.24,11.09,11.24,0.15,2
1938,100m M,100m,M,10.94,11.04,10.9733,10.94,0.0471,3
1939,100m M,100m,M,11.04,11.44,11.215,11.24,0.1479,4
1940,100m M,100m,M,10.84,10.84,10.84,10.84,0,1
1941,100m M,100m,M,10.94,10.94,10.94,10.94,0,1
1946,100m M,100m,M,11.14,11.44,11.265,11.24,0.109,4
1947,100m M,100m,M,11.04,11.24,11.14,11.24,0.1,2
1948,100m M,100m,M,10.84,11.14,11.02,11.04,0.1166,5
1949,100m M,100m,M,11.04,11.34,11.22,11.24,0.098,5
1950,100m M,100m,M,11.04,11.04,11.04,11.04,0,2
1951,100m M,100m,M,10.84,10.94,10.9,10.94,0.049,5
1952,100m M,100m,M,11.04,11.24,11.1567,11.24,0.0898,6
1953,100m M,100m,M,10.74,10.94,10.86,10.84,0.0748,5
1954,100m M,100m,M,10.74,11.24,11,11.04,0.1855,5
1955,100m M,100m,M,11.14,11.34,11.28,11.34,0.08,5
1956,100m M,100m,M,10.64,11.14,10.8525,10.84,0.1536,8
1957,100m M,100m,M,10.74,10.84,10.82,10.84,0.04,5
1958,100m M,100m,M,10.74,11.14,10.9,10.84,0.1356,5
1959,100m M,100m,M,10.94,11.14,11.06,11.14,0.098,5
1960,100m M,100m,M,10.84,11.34,11.0775,11.14,0.1409,8
1961,100m M,100m,M,10.64,10.74,10.7067,10.74,0.0471,3
1962,100m M,100m,M,10.64,10.84,10.7829,10.84,0.0728,7
1963,100m M,100m,M,10.74,11.04,10.89,10.94,0.0866,8
1964,100m M,100m,M,10.84,11.04,10.9971,11.04,0.0728,7
1965,100m M,100m,M,10.64,11.04,10.8233,10.74,0.1572,6
1966,100m M,100m,M,10.74,11.04,10.8543,10.84,0.1125,7
1967,100m M,100m,M,10.54,10.84,10.74,10.84,0.1155,6
1968,100m M,100m,M,10.74,11.14,10.9844,10.94,0.1257,9
1969,100m M,100m,M,10.74,11.34,11.0178,11.04,0.1872,9
1970,100m M,100m,M,10.94,11.34,11.1622,11.14,0.1133,9
1971,100m M,100m,M,10.74,10.94,10.8543,10.84,0.0833,7
1972,100m M,100m,M,10.64,11.04,10.8257,10.74,0.1355,7
1973,100m M,100m,M,10.74,10.84,10.8067,10.84,0.0471,9
1974,100m M,100m,M,10.94,11.34,11.14,11.14,0.1155,9
1975,100m M,100m,M,10.54,10.74,10.6733,10.74,0.0745,6
1976,100m M,100m,M,11.14,11.44,11.2775,11.24,0.0992,8
1977,100m M,100m,M,10.51,10.82,10.7022,10.69,0.0932,9
1978,100m M,100m,M,10.75,11,10.9011,10.93,0.0712,9
1979,100m M,100m,M,10.49,10.98,10.7371,10.75,0.1698,7
1980,100m M,100m,M,10.55,10.94,10.7788,10.84,0.1326,8
1981,100m M,100m,M,10.6,11.07,10.8286,10.82,0.1493,7
1982,100m M,100m,M,10.53,11.35,10.7756,10.73,0.2471,9
1983,100m M,100m,M,10.63,11.24,10.8911,10.88,0.1769,9
1984,100m M,100m,M,10.44,11.25,10.8362,10.81,0.224,8
1985,100m M,100m,M,10.49,10.71,10.5757,10.56,0.0659,7
1986,100m M,100m,M,10.57,11.04,10.7689,10.67,0.1732,9
1987,100m M,100m,M,10.49,10.93,10.69,10.71,0.137,9
1988,100m M,100m,M,10.78,11.14,10.9344,10.9,0.1063,9
1989,100m M,100m,M,10.42,10.9,10.6578,10.68,0.1405,9
