Year,Event Name,Event Short Name,Gender,Minimum,Maximum,Mean,Median,Standard Deviation,Sample Size
2009,1600m M,1600m,M,245.33,256.42,250.5367,250.04,3.1492,9
2010,1600m M,1600m,M,261.12,265.25,262.7611,262.67,1.3328,9
2011,1600m M,1600m,M,240.83,252.09,247.8822,248.29,3.4988,9
2012,1600m M,1600m,M,248.78,256.38,253.2867,252.91,2.441,9
2013,1600m M,1600m,M,246.91,253.42,250.8011,251.3,2.1571,9
2014,1600m M,1600m,M,248.52,253.92,251.0289,251.12,1.6309,9
2015,1600m M,1600m,M,249.13,253.79,250.8278,250.09,1.5986,9
2016,1600m M,1600m,M,244.62,252.56,247.3678,246.45,2.2861,9
2017,1600m M,1600m,M,248.62,258.87,252.7244,252.11,3.0508,9
2018,1600m M,1600m,M,249.31,256.63,252.9456,253.06,2.5406,9
2019,1600m M,1600m,M,248.07,254.78,251.57,250.96,2.0901,9
2022,1600m M,1600m,M,250.72,255.69,252.58,252.39,1.3303,9
2023,1600m M,1600m,M,248.64,253.37,250.1056,250.12,1.3497,9
2024,1600m M,1600m,M,248.23,252.59,250.7167,250.67,1.2979,9
