Year,Place,Name,Country,Mark
1936,1,Jesse OWENS,USA,20.700
1936,2,Matthew Mackenzie ROBINSON,USA,21.100
1936,3,Martinus OSENDARP,NED,21.300
1936,4,Paul HÄNNI,SUI,21.600
1936,5,Lee Pearce ORR,CAN,21.600
1936,6,Wijnand VAN BEVEREN,NED,21.900
1936,7,Leopold QUITTAN,AUT,
1936,8,Elias GUTIERREZ CAMPO,COL,
1936,9,Jose Domingo SANCHEZ,COL,
1936,10,Cyril Butler HOLMES,GBR,
1936,11,Gianni CALDANA,ITA,
1936,12,Bunta SUZUKI,JPN,
1936,13,Antonio CUBA,PER,
1936,14,Lennart STRANDBERG,SWE,
1936,15,Julije BAUER,YUG,
1936,16,Alfonz KOVAČIĆ,YUG,
1936,17,Darko DREMIL,YUG,
