Year,Place,Name,Country,Mark
1936,1,Archibald Franklin WILLIAMS,USA,46.500
1936,2,Arthur Godfrey Kilner BROWN,GBR,46.700
1936,3,Jimmy LU VALLE,USA,46.800
1936,4,William ROBERTS,GBR,46.800
1936,5,William Duncan FRITZ,CAN,47.800
1936,6,John Wilfred LOARING,CAN,48.200
1936,7,Janez GABRŠEK,YUG,
1936,8,Paul PACE,MLT,
1936,9,Eugen KAPPLER,ROU,
1936,10,Luis PRATMARSO PARERA,ESP,
1936,11,Felix RINNER,AUT,
1936,12,Jose Domingo SANCHEZ,COL,
1936,13,Marsilio ROSSI,ITA,
1936,14,Otello SPAMPANI,ITA,
1936,15,Antonio CUBA,PER,
1936,16,Teodoro MALASIG,PHI,
1936,17,Klemens BINIAKOWSKI,POL,
