Year,Place,Name,Country,Mark
1936,1,John LOVELOCK,NZL,03:47.800
1936,2,Glenn CUNNINGHAM,USA,03:48.400
1936,3,Luigi BECCALI,ITA,03:49.200
1936,4,Archibald J. SAN ROMANI,USA,03:50.000
1936,5,Philip EDWARDS,CAN,03:50.400
1936,6,John CORNES,GBR,03:51.400
1936,7,Miklós SZABÓ,HUN,03:53.000
1936,8,Robert GOIX,FRA,03:53.800
1936,9,Eugene George VENZKE,USA,03:55.000
1936,10,Friedrich (Fritz) SCHAUMBURG,GER,03:56.200
1936,11,Eric NY,SWE,03:57.600
1936,12,Werner BÖTTCHER,GER,04:04.200
1936,13,Mohamed ABU SOBEA,EGY,
1936,14,Enrique PIFERRER,ESP,
1936,15,Stavros VELKOPOULOS,GRE,
1936,16,Raunak SINGH GILL,IND,
1936,17,Kumao AOCHI,JPN,
1936,18,Toshitaka TOMIE,JPN,
1936,19,Vernon Patrick BOOT,NZL,
1936,20,Carlos MARCENARO,PER,
1936,21,Ingvar HAGLUND,SWE,
1936,22,Ivan KREVS,YUG,
