Year,Place,Name,Country,Mark
1896,1,Thomas BURKE,USA,12.000
1896,2,Fritz HOFMANN,GER,
1896,3,Alajos SZOKOLYI,HUN,
1896,4,Francis LANE,USA,
1896,5,Alexandros KHALKOKONDYLIS,GRE,
1896,6,Luis SUBERCASEAUX,CHI,
1896,7,Leonidasz MANNO,HUN,
1896,8,Jean TOURNOIS,FRA,
1896,9,Konstantinos MOURATIS,GRE,
1896,10,István ZACHAR,HUN,
1896,11,Ralph DERR,USA,
1896,12,Louis ADLER,FRA,
1896,13,Alfred FLATOW,GER,
1896,14,Harald ARBIN,SWE,
1896,15,Alexandre TUFFERI,FRA,
1896,16,Nandor DANI,HUN,
1896,17,Charles VANONI,USA,
