Year,Place,Name,Country,Mark
1948,1,William Samuel STEELE,USA,7.825
1948,2,Thomas Theodore BRUCE,AUS,7.555
1948,3,Herbert Paul Jr. DOUGLAS,USA,7.545
1948,4,Lorenzo Christopher WRIGHT,USA,7.45
1948,5,Prince Adegboyega ADEDOYIN,GBR,7.27
1948,6,Geogres Etienne DAMITIO,FRA,7.07
1948,7,Harold WHITTLE,GBR,7.03
1948,8,Felix WÜRTH,AUT,7.00
1948,9,Henry Edward ASKEW,GBR,6.935
1948,10,Enrique KISTENMACHER,ARG,6.80
1948,11,Edward ADAMCZYK,POL,6.735
1948,12,Jack PARRY,CAN,
1948,13,George Gordon AVERY,AUS,
1948,14,Peter MULLINS,AUS,
1948,15,Geraldo DE OLIVEIRA,BRA,
1948,16,Lionel Joseph FOURNIER,CAN,
1948,17,Rene VALMY,FRA,
