Year,Place,Name,Country,Mark
1948,1,Wilbur Marvin THOMPSON,USA,17.12
1948,2,Francis James DELANEY,USA,16.68
1948,3,James Emanuel FUCHS,USA,16.42
1948,4,Mieczyslaw LOMOWSKI,POL,15.43
1948,5,Gösta ARVIDSSON,SWE,15.37
1948,6,Yrjö LEHTILÄ,FIN,15.05
1948,7,Jaakko JOUPPILA-JASKA,FIN,14.59
1948,8,Karel (Cestmir) KALINA,TCH,14.55
1948,9,Konstantinos GIATAGANAS,GRE,14.54
1948,10,Witold GERUTTO,POL,14.37
1948,11,John Alfred GILES,GBR,13.73
1948,12,Sigfus SIGURDSSON,ISL,13.66
1948,13,Aad DE BRUYN,NED,
1948,14,François LAPICQUE,FRA,
1948,15,K. MERAKLIS,GRE,
1948,16,José Luis TORRES,ESP,
1948,17,Leo J. ROININEN,CAN,
1948,18,Eduardo JULVE CIRIACO,PER,
