Year,Place,Name,Country,Mark
1980,1,Sara SIMEONI,ITA,1.97
1980,2,Urszula KIELAN,POL,1.94
1980,3,Jutta KIRST,GDR,1.94
1980,4,Rosemarie WITSCHAS-ACKERMANN,GDR,1.91
1980,5,Marina SYSOYEVA,URS,1.91
1980,6,Chris STANTON,AUS,1.91
1980,7,Andrea REICHSTEIN,GDR,1.91
1980,8,Cornelia POPESCU-POPA,ROU,1.88
1980,9,Tamara BYKOVA,URS,1.88
1980,10,Andrea MATAY,HUN,1.85
1980,11,Louise MILLER,GBR,1.85
1980,12,Kris SOETEWEY,BEL,1.80
