Year,Place,Name,Country,Mark
2020,1,Miltiadis TENTOGLOU,GRE,8.41
2020,2,Juan Miguel ECHEVARRIA,CUB,8.41
2020,3,Maykel MASSO,CUB,8.21
2020,4,Eusebio CACERES,ESP,8.18
2020,5,Juvaughn HARRISON,USA,8.15
2020,6,Yuki HASHIOKA,JPN,8.10
2020,7,Thobias MONTLER,SWE,8.08
2020,8,Filippo RANDAZZO,ITA,7.99
2020,9,Kristian PULLI,FIN,7.92
2020,10,Changzhou HUANG,CHN,7.72
2020,11,Tajay GAYLE,JAM,7.69
2020,12,Fabian HEINLE,GER,7.62
