Year,Place,Name,Country,Mark
2000,1,Virgilijus ALEKNA,LTU,69.30
2000,2,Lars RIEDEL,GER,68.50
2000,3,Frantz KRUGER,RSA,68.19
2000,4,Vasiliy KAPTYUKH,BLR,67.59
2000,5,Adam SETLIFF,USA,66.02
2000,6,Jason TUNKS,CAN,65.80
2000,7,Vladimir DUBROVSHCHIK,BLR,65.13
2000,8,Jürgen SCHULT,GER,64.41
2000,9,Aleksander TAMMERT,EST,63.25
2000,10,Michael MOELLENBECK,GER,63.14
2000,11,Dmitriy SHEVCHENKO,RUS,62.65
2000,12,Tony WASHINGTON,USA,59.87
2000,13,Chima UGWU,NGR,
