Year,Place,Name,Country,Mark
2000,1,Nouria MERAH-BENIDA,ALG,04:05.100
2000,2,Violeta SZEKELY,ROU,04:05.150
2000,3,Gabriela SZABO,ROU,04:05.270
2000,4,Kutre DULECHA,ETH,04:05.330
2000,5,Lidia CHOJECKA,POL,04:06.420
2000,6,Anna JAKUBCZAK-PAWELEC,POL,04:06.490
2000,7,Kelly HOLMES,GBR,04:08.020
2000,8,Marla RUNYAN,USA,04:08.300
2000,9,Sabina FISCHER,SUI,04:08.840
2000,10,Carla SACRAMENTO,POR,04:11.150
2000,11,Hayley TULLETT,GBR,04:22.290
2000,12,Suzy FAVOR HAMILTON,USA,04:23.050
2000,13,Hasna BENHASSI,MAR,
