Year,Place,Name,Country,Mark
1952,1,Joseph BARTHEL,LUX,03:45.200
1952,2,Robert MCMILLEN,USA,03:45.200
1952,3,Werner LUEG,GER,03:45.400
1952,4,Roger Gilbert BANNISTER,GBR,03:46.000
1952,5,Patrick EL MABROUK,FRA,03:46.000
1952,6,Rolf LAMERS,GER,03:46.800
1952,7,Olle ABERG,SWE,03:47.000
1952,8,Ingvar ERICSSON,SWE,03:47.600
1952,9,Donald Robertson MACMILLAN,AUS,03:49.600
1952,10,Denis Severus JOHANSSON,FIN,03:49.800
1952,11,Audun BOYSEN,NOR,03:51.400
1952,12,Warren Oliver DRUETZLER,USA,03:56.000
1952,13,Hugo NUTINI,CHI,
1952,14,Augusto ROBLES,GUA,
1952,15,Frank PRINCE,PAN,
1952,16,Leslie John PERRY,AUS,
1952,17,Gaston Etienne REIFF,BEL,
1952,18,John William Milton HUTCHINS,CAN,
1952,19,Guillermo SOLA,CHI,
1952,20,Niels Gunnar NIELSEN,DEN,
1952,21,Victorio SOLARES,GUA,
1952,22,Yoshitaka MUROYA,JPN,
