Year,Place,Name,Country,Mark
1952,1,Andrew William STANFIELD,USA,20.700
1952,2,Walter Thane BAKER,USA,20.800
1952,3,Jimmy GATHERS,USA,20.800
1952,4,Emmanuel Mcdonald BAILEY,GBR,21.000
1952,5,Les LAING,JAM,21.200
1952,6,Gerardo BONNHOFF,ARG,21.300
1952,7,Roy FEARON,GUA,
1952,8,Álvaro DIAS,POR,
1952,9,Lexie TYNAN,IRL,
1952,10,Cirilo MCSWEEN,PAN,
1952,11,Ion MOINA,ROU,
1952,12,Leo LICKES,GER,
1952,13,Feodosiy GOLUBEV,URS,
1952,14,K. K. KORSAH,GHA,
1952,15,Romeo Alberto GALAN,ARG,
1952,16,Morris Joseph CUROTTA,AUS,
1952,17,José TELLES DA CONCEIÇÃO,BRA,
1952,18,Angel Gavrilov MERDJANOV,BUL,
1952,19,Gustavo EHLERS TRÖSTEL,CHI,
1952,20,George Wilson ACQUAAH,GHA,
1952,21,Bela GOLDOVANYI,HUN,
1952,22,Herbert MCKENLEY,JAM,
1952,23,Vincent George RHODEN,JAM,
1952,24,Neville Graham PRICE,RSA,
