Year,Place,Name,Country,Mark
1952,1,Vincent George RHODEN,JAM,45.900
1952,2,Herbert MCKENLEY,JAM,45.900
1952,3,Oliver Adrian MATSON,USA,46.800
1952,4,Karl-Friedrich HAAS,GER,47.000
1952,5,Arthur WINT,JAM,47.000
1952,6,Malvin Groston WHITFIELD,USA,47.100
1952,7,Cirilo MCSWEEN,PAN,
1952,8,Knud SCHIBSBYE,DEN,
1952,9,Sam LABEACH,PAN,
1952,10,José FÓRMICA,ESP,
1952,11,Clayton CLARK,PAN,
1952,12,Gustavo EHLERS TRÖSTEL,CHI,
1952,13,Vasilios MAVROIDIS,GRE,
1952,14,Jimmy REARDON,IRL,
1952,15,Eitaro OKANO,JPN,
1952,16,Pal-yong EOM,KOR,
1952,17,Ekrem KOCAK,TUR,
