Year,Place,Name,Country,Mark
1964,1,Edith Marie MCGUIRE,USA,23.000
1964,2,Irena Szewińska,POL,23.100
1964,3,Marilyn Mary BLACK-VASSELLA,AUS,23.100
1964,4,Una L. MORRIS,JAM,23.500
1964,5,Lyudmila IGNATYEVA-SAMOTESOVA,URS,23.500
1964,6,Barbara LERCZAK-JANISZEWSKA,POL,23.900
1964,7,Janet Mary SIMPSON,GBR,23.900
1964,8,Daphne ARDEN,GBR,24.000
1964,9,Halina HERRMANN-GORECKA-RICHTER,POL,
1964,10,Margit MARKÓ-NEMESHÁZI,HUN,
1964,11,Clarice AHANOTU,NGR,
1964,12,Jean HOLMES-MITCHELL,PAN,
1964,13,Ulla-Britt WIESLANDER,SWE,
1964,14,Mariya ITKINA,URS,
