Year,Place,Name,Country,Mark
1976,1,Donald QUARRIE,JAM,20.230
1976,2,Millard Frank Jr. HAMPTON,USA,20.290
1976,3,Dwayne Eugene EVANS,USA,20.430
1976,4,Pietro MENNEA,ITA,20.540
1976,5,Ruy DA SILVA,BRA,20.840
1976,6,Bogdan GRZEJSZCZAK,POL,20.910
1976,7,Colin BRADFORD,JAM,21.170
1976,8,Hasely CRAWFORD,TTO,01:19.600
1976,9,Félix LÓPEZ,DOM,
1976,10,Robert MARTIN,CAN,
1976,11,Colin Evandale THURTON,BIZ,
1976,12,Peter PETROV,BUL,
1976,13,Francisco GOMEZ HACHAVARRIA,CUB,
1976,14,Silvio LEONARD SARRIA,CUB,
1976,15,Hermes Julian RAMIREZ LIMONTA,CUB,
1976,16,Hannu Juhani MAKELA,FIN,
1976,17,Aleksandr AKSININ,URS,
1976,18,Valerii BORZOV,URS,
