Year,Place,Name,Country,Mark
1996,1,Kenny HARRISON,USA,18.09
1996,2,Jonathan David EDWARDS,GBR,17.88
1996,3,Yoelbi QUESADA,CUB,17.44
1996,4,Mike CONLEY,USA,17.40
1996,5,Armen MARTIROSYAN,ARM,16.97
1996,6,Brian P. WELLMAN,BER,16.95
1996,7,Galin GEORGIEV,BUL,16.92
1996,8,Robert HOWARD,USA,16.90
1996,9,Viktor SOTNIKOV,RUS,16.84
1996,10,Volodymyr KRAVCHENKO,UKR,16.62
1996,11,Frank RUTHERFORD,BAH,16.38
1996,12,Jerome ROMAIN,DMA,
1996,13,Maris BRUZIKS,LAT,
