Year,Place,Name,Country,Mark
1964,1,Robert Keyser SCHUL,USA,13:48.800
1964,2,Harald NORPOTH,GER,13:49.600
1964,3,William Solon DELLINGER,USA,13:49.800
1964,4,Michel JAZY,FRA,13:49.800
1964,5,Kipchoge KEINO,KEN,13:50.400
1964,6,William David BAILLIE,NZL,13:51.000
1964,7,Nikolay DUTOV,URS,13:53.800
1964,8,Thorulf HELLAND,NOR,13:57.000
1964,9,Ronald CLARKE,AUS,13:58.000
1964,10,Stepan BAYDYUK,URS,14:11.200
1964,11,Michael Edwin WIGGS,GBR,14:20.800
1964,12,Gaston ROELANTS,BEL,
1964,13,Mamo WOLDE,ETH,
1964,14,Ibrahim YAZDAN PANAH,IRI,
1964,15,Ben Assou EL-GHAZI,MAR,
1964,16,Manuel De OLIVEIRA,POR,
1964,17,Pascal MFYOMI,TAN,
