Year,Place,Name,Country,Mark
1908,1,Reggie WALKER,RSA,10.800
1908,2,James RECTOR,USA,11.0
1908,3,Robert KERR,CAN,11.0
1908,4,John Nathaniel CARTMELL,USA,11.2
1908,5,Francis ROD,SUI,
1908,6,Ervin DÉRY,HUN,
1908,7,Erik MAJUNKO,HUN,
1908,8,C. VONDRACEK,CZE,
1908,9,Ivar NEUMANN,SWE,
1908,10,István KISS,HUN,
1908,11,Gaszton TOLDY,HUN,
1908,12,Karl SCHWARZ,GER,
1908,13,Kornél SCHEER,HUN,
1908,14,Charles HERVOCHE,FRA,
1908,15,Kenneth MACLEOD,GBR,
1908,16,Lóránd HÁMOS,HUN,
1908,17,Jenő BARTKÓ,HUN,
1908,18,Uuno RAILO,FIN,
1908,19,Jay WHITHAM,USA,
1908,20,Ernest HUTCHEON,AUS,
1908,21,Gustav KROJER,AUT,
1908,22,Pierre FAILLIOT,FRA,
1908,23,Dimitrios MULLER,GRE,
1908,24,Lajos LUDINSZKY,HUN,
1908,25,Erno SCHUBERT,HUN,
1908,26,Emilio BRAMBILLA,ITA,
1908,27,Cornelis DEN HELD,NED,
1908,28,Nils DAHL,NOR,
1908,29,Forrest SMITHSON,USA,
1908,30,Vincent DUNCKER,RSA,
