Year,Place,Name,Country,Mark
1908,1,Wyndham HALSWELLE,GBR,50.000
1908,2,Ernest RAX,FRA,
1908,3,Géza GRÁBER,HUN,
1908,4,P. DELMAS,FRA,
1908,5,Sandór VERES,HUN,
1908,6,Richard MASON,USA,
1908,7,Gyula VANGEL,HUN,
1908,8,Jenő BARTKÓ,HUN,
1908,9,Uuno RAILO,FIN,
1908,10,Gaszton TOLDY,HUN,
1908,11,József BERNEGH,HUN,
1908,12,C. VONDRACEK,CZE,
1908,13,László LICHTENECKERT,HUN,
1908,14,Alex QUINN,CAN,
1908,15,Eugène STEINER,FRA,
1908,16,Géo CHAVEZ,FRA,
1908,17,John HARTRANFT,USA,
1908,18,Emile HAUTEKEET,BEL,
1908,19,Carl Alfred PEDERSEN,NOR,
1908,20,Henry MURRAY,AUS,
1908,21,Fernand HALBART,BEL,
1908,22,George H. BARBER,CAN,
1908,23,Cal BRICKER,CAN,
1908,24,Robert KERR,CAN,
1908,25,James Irving PARKES,CAN,
1908,26,Lauri PIHKALA,FIN,
1908,27,Ragnar STENBERG,FIN,
1908,28,Eugène CHOISEL,FRA,
1908,29,Georges DUBOIS,FRA,
1908,30,Pierre FAILLIOT,FRA,
1908,31,G. LAMOTTE,FRA,
1908,32,Henri MESLOT,FRA,
1908,33,Gaston RAGUENEAU,FRA,
1908,34,George Newcomen MORPHY,GBR,
1908,35,Hans BRAUN,GER,
1908,36,Otto QUARG,GER,
1908,37,Mikhail PASKHALIDIS,GRE,
1908,38,Ödön BODOR,HUN,
1908,39,Ödön HOLITS,HUN,
1908,40,Karoly RADOCZY,HUN,
1908,41,Emilio LUNGHI,ITA,
1908,42,Evert KOOPS,NED,
1908,43,Edward John DUFFY,RSA,
1908,44,Herbert Thorne PHILLIPS,RSA,
1908,45,David Douglas STUPART,RSA,
1908,46,Kristian HELLSTRÖM,SWE,
1908,47,Knut LINDBERG,SWE,
1908,48,Knut STENBORG,SWE,
1908,49,John Nathaniel CARTMELL,USA,
1908,50,Charles Martin FRENCH,USA,
1908,51,John Preston HALSTEAD,USA,
1908,52,William Frank HAMILTON,USA,
1908,53,Harry HILLMAN,USA,
1908,54,Leonard Vernn HOWE,USA,
1908,55,Jim LIGHTBODY,USA,
1908,56,Melvin SHEPPARD,USA,
1908,57,Karl LAMPELMAYER,AUT,
1908,58,Vincent DUNCKER,RSA,
