Year,Place,Name,Country,Mark
1908,1,Ray EWRY,USA,1.57
1908,2,John BILLER,USA,1.55
1908,3,Kostas TSIKLITIRAS,GRE,1.55
1908,4,Francis Leroy HOLMES,USA,1.52
1908,5,Róbert ABARBANELL,HUN,
1908,6,Raymond BERTHET,FRA,
1908,7,Géza VADON,HUN,
1908,8,Ferenc BLASZEK,HUN,
1908,9,Pierre DURAND,FRA,
1908,10,Paul CAZENAVE,FRA,
1908,11,Alex QUINN,CAN,
1908,12,Andor HORNER,HUN,
1908,13,J. K. MACMEEKAN,GBR,
1908,14,John SCHOMMER,USA,
1908,15,Andor SZENDE,HUN,
1908,16,Timoty J. AHEARNE,GBR,
1908,17,Edward Eastlake LEADER,GBR,
1908,18,Cornelius LEAHY,GBR,
1908,19,Robert PASEMANN,GER,
1908,20,Lajos GÖNCZY,HUN,
1908,21,Nandor KOVACS,HUN,
1908,22,Istvan MUDIN,HUN,
1908,23,Hermann N. VAN LEEUWEN,NED,
1908,24,Coen VAN VEENHUIJSEN,NED,
1908,25,David Douglas STUPART,RSA,
1908,26,John Joseph BRENNAN,USA,
1908,27,Sigmund MUENZ,USA,
