Year,Place,Name,Country,Mark
2008,1,Kenenisa BEKELE,ETH,12:57.820
2008,2,Eliud KIPCHOGE,KEN,13:02.800
2008,3,Edwin Cheruiyot SOI,KEN,13:06.220
2008,4,Moses KIPSIRO,UGA,13:10.560
2008,5,Abreham CHERKOS,ETH,13:16.460
2008,6,Tariku BEKELE,ETH,13:19.060
2008,7,Juan Luis BARRIOS,MEX,13:19.790
2008,8,James Kwalia C'KURUI,QAT,13:23.480
2008,9,Bernard LAGAT,USA,13:26.890
2008,10,Kidane TADESSE,ERI,13:28.400
2008,11,Aelemayehu BEZABEH,ESP,13:30.480
2008,12,Thomas Pkemei LONGOSIWA,KEN,13:31.340
2008,13,Matthew TEGENKAMP,USA,13:33.130
2008,14,Jesus ESPANA,ESP,13:55.940
2008,15,Alistair Ian CRAGG,IRL,
2008,16,Rashid RAMZI,BRN,
2008,17,Selim BAYRAK,TUR,
2008,18,Ali Hasan MAHBOOD,BRN,
2008,19,José David GALVÁN,MEX,
