Year,Place,Name,Country,Mark
1924,1,Paavo NURMI,FIN,03:53.600
1924,2,Wilhelm SCHÄRER,SUI,03:55.000
1924,3,G. Henry STALLARD,GBR,03:55.600
1924,4,Douglas Gordon LOWE,GBR,03:57.000
1924,5,Raymond Bates BUKER,USA,03:58.600
1924,6,Lloyd HAHN,USA,03:59.000
1924,7,Raymond Bates WATSON,USA,04:00.000
1924,8,Frej LIEWENDHAL,FIN,04:00.300
1924,9,Aarne Aatami PEUSSA,FIN,04:00.600
1924,10,René WIRIATH,FRA,04:02.800
1924,11,Sonny SPENCER,GBR,04:03.700
1924,12,Jaakko Artturi LUOMA,FIN,04:03.900
1924,13,Paul GASSER,AUT,
1924,14,V. N. VENKATARAMANASWAMY,IND,
1924,15,Rudolf HEIDEGGER,AUT,
1924,16,Alphonse VAN ACHTEN,BEL,
1924,17,Lajos BEJCZY,HUN,
1924,18,János BENEDEK,HUN,
1924,19,Alfredo GOMES,BRA,
1924,20,Manuel PLAZA REYES,CHI,
1924,21,Joaquín MIQUEL,ESP,
1924,22,Miguel PALAU CLAVERAS,ESP,
1924,23,Johannes VILLEMSON,EST,
1924,24,Édouard ARMAND,HAI,
1924,25,Katsuo OKAZAKI,JPN,
1924,26,Guillermo AMPARAN,MEX,
1924,27,Pedro CURIEL,MEX,
1924,28,Juan ESCUTIA,MEX,
1924,29,Stefan OLDAK,POL,
1924,30,Edvin WIDE,SWE,
1924,31,Karel NEDOBITY,TCH,
1924,32,Vaclav VOHRALIK,TCH,
1924,33,Eduard RIEDL,TCH,
