Year,Place,Name,Country,Mark
1908,1,Robert KERR,CAN,22.600
1908,2,Robert CLOUGHEN,USA,22.6
1908,3,John Nathaniel CARTMELL,USA,22.7
1908,4,George A. HAWKINS,GBR,22.9
1908,5,Jay WHITHAM,USA,
1908,6,Gaszton TOLDY,HUN,
1908,7,Jenő BARTKÓ,HUN,
1908,8,Kornél SCHEER,HUN,
1908,9,Ludwig HUSSAK,AUT,
1908,10,Sandór VERES,HUN,
1908,11,Charles HERVOCHE,FRA,
1908,12,Uuno RAILO,FIN,
1908,13,C. VONDRACEK,CZE,
1908,14,Géza GRÁBER,HUN,
1908,15,László LICHTENECKERT,HUN,
1908,16,Richard MASON,USA,
1908,17,Ervin DÉRY,HUN,
1908,18,Georges DUBOIS,FRA,
1908,19,Pierre FAILLIOT,FRA,
1908,20,G. LAMOTTE,FRA,
1908,21,Wyndham HALSWELLE,GBR,
1908,22,William MURRAY,GBR,
1908,23,Harry WATSON,GBR,
1908,24,Karl BECHLER,GER,
1908,25,Willy KOHLMEY,GER,
1908,26,Heinrich REHDER,GER,
1908,27,Otto P. TRIELOFF,GER,
1908,28,Hermann VON BÖNNING-HAUSEN,GER,
1908,29,Dimitrios MULLER,GRE,
1908,30,Erno SCHUBERT,HUN,
1908,31,Herbert Thorne PHILLIPS,RSA,
1908,32,Reggie WALKER,RSA,
1908,33,John Cox ATLEE,USA,
1908,34,Edgar Graham KIRALFY,USA,
1908,35,James RECTOR,USA,
1908,36,Vincent DUNCKER,RSA,
