Year,Place,Name,Country,Mark
1980,1,Miruts YIFTER,ETH,13:21.000
1980,2,Suleiman NYAMBUI,TAN,13:21.600
1980,3,Kaarlo MAANINKA,FIN,13:22.000
1980,4,Eamonn COGHLAN,IRL,13:22.800
1980,5,Markus RYFFEL,SUI,13:23.100
1980,6,Dietmar MILLONIG,AUT,13:23.300
1980,7,John TREACY,IRL,13:23.700
1980,8,Aleksandr FEDOTKIN,URS,13:24.100
1980,9,Jiri SYKORA,TCH,13:25.000
1980,10,Yohannes MOHAMED,ETH,13:28.400
1980,11,Martti VAINIO,FIN,13:32.100
1980,12,Mohamed KEDIR,ETH,13:34.200
1980,13,Lasse VIRÉN,FIN,
1980,14,Ilie FLOROIU,ROU,
