Year,Place,Name,Country,Mark
1920,1,Joseph GUILLEMOT,FRA,14:55.600
1920,2,Paavo NURMI,FIN,15:00.000
1920,3,Erik BACKMAN,SWE,15:13.000
1920,4,Frederik Teudor KOSKENNIEMI,FIN,15:17.000
1920,5,Charles Edward BLEWITT,GBR,15:19.000
1920,6,William Raymond SEAGROVE,GBR,15:21.000
1920,7,Carlo SPERONI,ITA,15:21.2
1920,8,Alfred Hubert NICHOLS,GBR,15:24.0
1920,9,Julien VAN CAMPENHOUT,BEL,15:25.0
1920,10,Nils BERGSTRÖM,SWE,15:29.5
1920,11,Rudolf FALK,SWE,
1920,12,Clifford FURNAS,USA,
1920,13,Hal BROWN,USA,
1920,14,Ivan DRESSER,USA,
1920,15,Louis CORLET,FRA,
1920,16,Gaston HEUET,FRA,
1920,17,René VIGNAUD,FRA,
1920,18,Heikki LIIMATAINEN,FIN,
1920,19,Jüri LOSSMAN,EST,
1920,20,Saburo HASUMI,JPN,
1920,21,Eddie LAWRENCE,CAN,
1920,22,Constantino LUSSANA,ITA,
