Year,Place,Name,Country,Mark
2004,1,Dwight PHILLIPS,USA,8.59
2004,2,John MOFFITT,USA,8.47
2004,3,Joan Lino MARTINEZ,ESP,8.32
2004,4,James BECKFORD,JAM,8.31
2004,5,Christopher TOMLINSON,GBR,8.25
2004,6,Ignisious GAISAH,GHA,8.24
2004,7,Ivan PEDROSO,CUB,8.23
2004,8,Bogdan TARUS,ROU,8.21
2004,9,Vitaliy SHKURLATOV,RUS,8.04
2004,10,Jonathan CHIMIER,MRI,8.03
2004,11,Yago LAMELA,ESP,7.98
2004,12,Salim SDIRI,FRA,7.94
2004,13,Oleksiy LUKASHEVYCH,UKR,
