Year,Place,Name,Country,Mark
2004,1,Tatyana LEBEDEVA,RUS,7.07
2004,2,Irina SIMAGINA,RUS,7.05
2004,3,Tatyana KOTOVA,RUS,7.05
2004,4,Bronwyn THOMPSON,AUS,6.96
2004,5,Anju BOBBY GEORGE,IND,6.83
2004,6,Jade JOHNSON,GBR,6.80
2004,7,Tunde VASZI,HUN,6.73
2004,8,Bianca KAPPLER,GER,6.66
2004,9,Grace UPSHAW,USA,6.64
2004,10,Carolina KLUFT,SWE,6.63
2004,11,Yelena KASHCHEYEVA,KAZ,6.53
2004,12,Marion JONES,USA,
