Year,Place,Name,Country,Mark
2004,1,Hicham EL GUERROUJ,MAR,03:34.180
2004,2,Bernard LAGAT,KEN,03:34.300
2004,3,Rui SILVA,POR,03:34.680
2004,4,Timothy KIPTANUI,KEN,03:35.610
2004,5,Ivan HESHKO,UKR,03:35.820
2004,6,Michael EAST,GBR,03:36.330
2004,7,Reyes ESTEVEZ,ESP,03:36.630
2004,8,Gert-Jan LIEFERS,NED,03:37.170
2004,9,Adil KAOUCH,MAR,03:38.260
2004,10,Mulugeta WENDIMU,ETH,03:38.330
2004,11,Kamel BOULAHFANE,ALG,03:39.020
2004,12,Isaac SONGOK,KEN,03:41.720
2004,13,Peter ASHAK,SUD,
2004,14,Samwel MWERA,TAN,
