Year,Place,Name,Country,Mark
1948,1,Melvin Emery PATTON,USA,21.100
1948,2,Harold Norwood EWELL,USA,21.100
1948,3,Lloyd LABEACH,PAN,21.200
1948,4,Herbert MCKENLEY,JAM,21.3
1948,5,Clifford Frederick BOURLAND,USA,21.3
1948,6,Les LAING,JAM,21.8
1948,7,Bogdan LIPSKI,POL,
1948,8,Eric PRABHAKAR,IND,
1948,9,Ricardo SÁENZ,ESP,
1948,10,John O'DONNELL,IRL,
1948,11,Jack PARRY,CAN,
1948,12,Alberto C. BIEDERMANN,ARG,
1948,13,John BARTRAM,AUS,
1948,14,Morris Joseph CUROTTA,AUS,
1948,15,Ferenc TIMA,HUN,
1948,16,Tomas PAQUETE,POR,
