Year,Place,Name,Country,Mark
1932,1,Luigi BECCALI,ITA,03:51.200
1932,2,John CORNES,GBR,03:52.600
1932,3,Philip EDWARDS,CAN,03:52.800
1932,4,Glenn CUNNINGHAM,USA,03:53.400
1932,5,Eric NY,SWE,03:54.600
1932,6,Norwood Penrose HALLOWELL,USA,03:55.000
1932,7,John LOVELOCK,NZL,03:57.800
1932,8,Francis Arthur CROWLEY,USA,03:58.100
1932,9,Martti LUOMANEN,FIN,03:58.400
1932,10,Harri Edvin LARVA,FIN,03:58.400
1932,11,Eino Alfred PURJE,FIN,
1932,12,João ANDRADE,BRA,
1932,13,Alexander John HILLHOUSE,AUS,
1932,14,Janusz KUSOCINSKI,POL,
1932,15,Roger ROCHARD,FRA,
1932,16,Séraphin MARTIN,FRA,
1932,17,Jaime MERINO,MEX,
1932,18,Paul Jean KELLER,FRA,
1932,19,Luis OLIVA,ARG,
