Year,Place,Name,Country,Mark
1932,1,Lauri Aleksanteri LEHTINEN,FIN,14:30.000
1932,2,Ralph Anthony HILL,USA,14:30.000
1932,3,Lauri VIRTANEN,FIN,14:44.000
1932,4,Billy SAVIDAN,NZL,14:49.600
1932,5,Jean-Gunnar LINDGREN,SWE,14:54.700
1932,6,Max SYRING,GER,14:59.000
1932,7,James Alexander BURNS,GBR,15:04.400
1932,8,Daniel Ely DEAN,USA,15:08.500
1932,9,Erik PETTERSSON,SWE,15:13.400
1932,10,Alexander John HILLHOUSE,AUS,15:15.000
1932,11,Robert Scade RANKINE,CAN,15:24.000
1932,12,Shoichiro TAKENAKA,JPN,17:20.000
1932,13,Roger ROCHARD,FRA,
1932,14,Paul Ernest REKERS,USA,
1932,15,Jeronimo MARIA,BRA,
1932,16,Luis OLIVA,ARG,
1932,17,Juan Carlos ZABALA,ARG,
1932,18,Bill BARWICK,AUS,
1932,19,Adalberto CARDOSO,BRA,
1932,20,João Clemente DA SILVA,BRA,
1932,21,Volmari ISO-HOLLO,FIN,
1932,22,Roger VIGNERON,FRA,
1932,23,Thomas EVENSON,GBR,
1932,24,Janusz KUSOCINSKI,POL,
