Year,Place,Name,Country,Mark
1988,1,Martina HELLMANN,GDR,72.30
1988,2,Diana GANSKY,GDR,71.88
1988,3,Tzvetanka Pavlova KHRISTOVA,BUL,69.74
1988,4,Svetla Ivanova MITKOVA,BUL,69.14
1988,5,Ellina ZVEREVA,URS,68.94
1988,6,Zdenka BARTONOVA-SILHOVA,TCH,67.84
1988,7,Gabriele REINSCH,GDR,67.26
1988,8,Xuemei HOU,CHN,65.94
1988,9,Hourun YU,CHN,64.08
1988,10,Larisa MIKHALCHENKO,URS,64.08
1988,11,Carol Therese CADY,USA,63.42
1988,12,Galina MURASHOVA,URS,
