Year,Place,Name,Country,Mark
1988,1,Jackie JOYNER-KERSEE,USA,7.40
1988,2,Heike DRECHSLER,GDR,7.22
1988,3,Galina CISTJAKOVA,URS,7.11
1988,4,Elena BELEVSKAYA,URS,7.04
1988,5,Nicole BOEGMAN,AUS,6.73
1988,6,Fiona MAY,GBR,6.62
1988,7,Agata KARCZMAREK,POL,6.60
1988,8,Sabine JOHN,GDR,6.55
1988,9,Qiying XIONG,CHN,6.50
1988,10,Inessa KRAVETS,URS,6.46
1988,11,Shuzhen LIU,CHN,6.40
1988,12,Lene Stokholm DEMSITZ,DEN,6.38
1988,13,Erin TIERNEY,COK,
1988,14,Anke BEHMER,GDR,
