Year,Place,Name,Country,Mark
1988,1,Florence GRIFFITH-JOYNER,USA,10.54
1988,2,Evelyn ASHFORD,USA,10.83
1988,3,Heike DRECHSLER,GDR,10.85
1988,4,Grace JACKSON SMALL,JAM,10.97
1988,5,Gwen TORRENCE,USA,10.97
1988,6,Nataliya POMOSHCHNIKOVA-VORONOVA,URS,11.00
1988,7,Juliet CUTHBERT,JAM,11.26
1988,8,Aneliya VECHERNIKOVA-NUNEVA,BUL,11.49
