Year,Place,Name,Country,Mark
2016,1,Christoph HARTING,GER,68.37
2016,2,Piotr MALACHOWSKI,POL,67.55
2016,3,Daniel JASINSKI,GER,67.05
2016,4,Martin KUPPER,EST,66.58
2016,5,Gerd KANTER,EST,65.10
2016,6,Lukas WEISSHAIDINGER,AUT,64.95
2016,7,Zoltan KOVAGO,HUN,64.50
2016,8,Apostolos PARELLIS,CYP,63.72
2016,9,Philip MILANOV,BEL,62.22
2016,10,Axel HARSTEDT,SWE,62.12
2016,11,Mason FINLEY,USA,62.05
2016,12,Andrius GUDZIUS,LTU,60.66
